date,message
2024-08-13T13:37:37,"Ищу на подселение девушку, чистоплотную, неконфликтную, платежеспособную, без вредных привычек. Будем жить вдвоем. 
ЖК Дастур. Евродвушка. Новый ремонт. Есть все необходимое. 
Бюджет на одного человека выходит 75К + ком услуги пополам.

Я сама порядочная, чистоплотная, спокойная. 

Оставьте плюсы в комментах, напишу."
2024-08-13T13:37:22,"Ищем 2х девушек на подселение. Нас двое, учимся в мну. Будем вместе искать кв 🫶🏻 хотим снять двушку рядом с универом. 
Главное чтобы были чистополотные, приветливые девушки. 
Пишите @aigul_kelisovna
Или оставьте + сама напишу🙌🏻"
2024-08-13T01:35:58,"Ищу к кому можно подселиться, парень, неконфликтный, люблю порядок, умею готовить, и очень ответсвенный. По оплате все будет вовремя и четко. Пожалуйста, напишите🥹"
2024-08-12T22:37:43,"Всем привет! Ищу девочек/девушку, к кому можно будет подселиться с начала или середины сентября.

О себе: Я чистоплотная, дружелюбная, без вредных привычек, уважаю личное пространство. Грантница, работаю, перехожу на 2 курс.

Бюджет: 50-60к.   

Если есть варианты или вы тоже ищете квартиру к этому времени, прошу обращаться по номеру: 87476728438 или оставить «+», я напишу🫶🏻"
2024-08-12T22:37:18,"Всем привет 🙌🏼
Ищу 1 девушку на подселение в 1-х комнатную квартиру. 
Оплата 75 включая коммунальные услуги. Расположение возле универа жк Дания 
Обращаться по номеру : 87761313358
Тг:aiyushka1"
2024-08-12T22:36:56,"Всем привет! ищем платежеспособную, тихую и уважающую других- 4ую девочку на подселение. Жк Сат сити. В месяц 220к+ком услуги. Две полноценные комнаты с хорошим ремонтом. В 27 минутах пешком от универа. Оплата уже завтра +депозит, комиссия риелтора. Оставьте плюсы в комментах, напишем"
2024-08-12T19:04:49,"Ищем третью девушку на подселение на весь учебный год.Будем жить втроем в однокомнатной квартире.

Чистоплотная,неконфликтная,платежеспособная,без вредных привычек.

Бюджет примерно от одного человека +-60к

Мы сами порядочные,чистоплотные,спокойные,учимся в казгюу

Писать @ayeonsweet либо оставить ""+"""
2024-08-12T19:04:22,"Ищу девушку на подселение, с 1го сентября
Будем жить вдвоем
60к + ком
Жк недалеко, 1 остановка
Пишите в ком, свяжусь сама"
2024-08-12T16:00:16,"ищу к кому подселиться. ищу поздно, потому что был план жить одной, но не получилось. могу платить в сумме 50-60к. сама я неконфликтная, перехожу в 3-курс, грантица, планирую работать, учиться только, дома буду своими делами заниматься, не курю, уважаю чужие и свои границы, но открытая к помощи другим. желательно как можно ближе к универу. напишите «+» или можете обратить в тг: @imnaazzzz"
2024-08-12T14:55:41,"Ищу одну девочку на подселение, живу одна.
Жк рядом с универом (25 пешом/3 остановки на автобусе/6-7 минут на машине), 2 комнатная новая кв, есть интернет, рядом с домом все удобства, кафешки, магазины, тд.
Сама я неконфликтная, дружелюбная
100к в месяц (с учетом ком услуг) 
Если заинтересованы, пишите в лс @ishmurdinova"
2024-08-11T11:40:53,"Всем привет! Возьму на подселение парня или девушку (до 30 августа!). Жк Сани Тауэрс напротив супермаркета Смолл, 15мин пешком до уника. Подойдет тем, кому нужно временно заселиться. 

Напишите + в комменты"
2024-08-10T21:23:33,"всем привет!
нас двое девушек, ищем ещё двух чтоб вместе арендовать квартиру на ближайший учебный год. о себе: мы чистоплотные, неконфликтные, без вредных привычек, умеем готовить и не храпим😆 различные вечеринки/собирашки устраивать не будем, обе грантницы и поэтому все что мы делаем - учимся и ходим в универ, поэтому шума и тд от нас не будет-:) ждём к себе таких же двух девушек, можете писать мне в тг @nurkenovva или поставить вниз «+»❤️ пасиба"
2024-08-10T21:17:48,"всем привет! ищем двух девочек чтобы вместе искать и снять квартиру возле уника. оставьте плюсики, свяжусь"
2024-08-10T15:12:21,"Всем привет! Ищем к кому подселиться или соседок, с кем будем вместе арендовать квартиру на ближайший учебный год, нас двое девушек. Не неконфликтные, чистоплотные, без вредных привычек."
2024-08-09T23:08:39,"Ищем четвертую девушку на подселение,нас трое. Будем жить в двухкомнатной квартире по две девочки на комнату. Уже имеются варианты. 
Если сможете вовремя оплачивать аренду , пишите ""+"" под объявлением. Напишу!"
2024-08-09T18:23:08,"Всем привет! Срочно, ищу девочек/девочку, к кому можно будет подселиться в конце августа на весь учебный год. Желательно квартира больше одной комнаты. Я чистоплотная, в целом не конфликтная, уважаю чужое личное пространство и буду рада тому же в ответ. Если есть варианты, напишите мне, пожалуйста.
Тг: Kenzhva"
2024-08-09T17:52:12,"Всем привет 🙌🏼
Ищу 1 девушку на подселение в 2-х комнатную квартиру. Сейчас нас двое, будем жить втроем. 
Оплата 70-80к включая коммунальные услуги. Расположение на левом берегу, в районе ботанического сада. Рядом автобусная остановка без пересадок 🤩
Квартира с евроремонтом
WI-FI, мебель, техника имеется, отдельный гардероб есть. Квартира уютная и теплая 
Обращаться по номеру: 8 777 287 33 57 
Тг: sofiyatttt"
2024-08-08T12:27:26,"Здравствуйте, ищу соседку.
Жк Анар, 1 комнатная кв, новый ремонт. 


Цена 50к (с коммуналкой)"
2024-08-07T19:04:50,"Здравствуйте,ищу одну девочку на подселение,заезд 30 ого,кв своя новая возле барыс арены,цена 75 тыс с коммуналкой остальное пишите ком отвечу"
2024-08-07T13:21:10,"Ищу соседок для совместного проживания на этот учебный год. Жк 20-25 минут пешком до уника, или 2-3 остановок. Скидываемся по 55-60 тыс+ коммуналка. Могу скинуть фото, видео квартиры в личку. Просторная кухня, 2 комнаты, есть гардеробная и все удобства. Я не конфликтная, не пью и не курю, хотела бы тоже соседок без вредных привычек) Оставьте пожалуйста +, я сама вам напишу"
2024-08-06T19:51:39,"Здравствуйте,ищу одну девочку на под селение кв своя.Возле барыс арены.Пишите в ком,сама свяжусь."
2024-08-05T19:54:05,"Всем привет! Ищем 4 девочку на подселение. ЖК недалеко от КАЗГЮУ. Можете оставить плюсы под постом, я напишу 🙌🏻"
2024-08-05T10:53:19,"Ищу девушку на подселение
Будем жить вдвоем
Жк недалеко, 1 остановка
Пишите в ком, свяжусь сама"
2024-08-05T10:48:27,"Можете поделиться опытом, насчет процесса съема квартиры вместе.
Часть с договором, как это реализуется, с несколькими людьми. Когда необходимо что бы, ответственность была на всех а не на одном.
В вашем опыте, если кто то съезжал, как справлялись с оплатой. 
Можете поделиться в комментах или оставить плюс, я вам напишу!!?"
2024-08-05T08:23:45,"Всем привет! Ищу к кому подселиться или соседок, с кем будем вместе арендовать квартиру на ближайший учебный год, сама неконфликтная, чистоплотная, без вредных привычек. Бюджет от 50 до 70К. Обращаться по юзу: @pkhs1u"
2024-08-04T18:04:42,"Всем привет, ищем четвертую девушку на подселение на август и на следующий семестр. 
Заселение 15го августа

Условия:
-2 комнатная просторная квартира (74 кв.м)
-находится недалеко от университета
-нас будет четверо
-фото, видео могу отправить в личку

📍ЖК Sat City
💰230.000 (аренда, ком услуга, интернет с человека 57.500)
В августе оплачиваете половину суммы (28.750)

Можете оставить + или же написать мне в личку @ehmahma"
2024-08-04T15:25:56,"Всем привет✨
Ищу девочку на подселение в однокомнатную квартиру. Жк Атмосфера (15-20 мин пешком, и остановки прям перед домом к универу) Оплата 85к + ком услуги. Живу в одна уже год, квартира хорошая, со всеми удобствами, просторная, светлая. Будем жить вдвоем. 
Я не конфликтная, ценю комфорт и чистоту. 

Можете оставить плюсы под постом, я напишу."
2024-08-04T13:47:41,"Ищу девочку на подселение в однокомнатную квартиру в жк колледж, в 8 минутах от казгюу. Оплата 75к + ком услуги. Будем жить вдвоем.

Можете оставить плюсы под постом, я напишу."
2024-08-04T04:11:20,"всем привет💛 ищу девочек чтобы вместе искать и снять квартиру. желательно 2-3 девушек. оставьте плюсики, свяжусь."
2024-08-03T21:14:32,"Ищу 2-3 пацанов чтобы вместе снимать квартиру, рядом с МНУ, желательно второшей, до 10 августа."
2024-08-03T20:30:36,"Ищу 2х девочек на подселение в ЖК Аниса 2, находится в 15 минутах пешком от КАЗГЮУ.
Аренда выходит 73к с человека+ 36к депозит. (Депозит возвращается при выселение в конце учебного года) 
Квартиру уютная,светлая,просторная и комфортная. 
Напишите плюс под постом,я с вами свяжусь 🫰🏻"
2024-08-01T15:08:50,"всем привет, ищу девочек, чтобы арендовать квартиру. (в планах эта двушка на четыре девушки 200к)

о себе: нормик, неконфликтная девочка. абитуриентка мну👍🏻

можете оставить плюсы в комментариях под этим постом,  я с вами свяжусь!"
2024-08-01T12:54:28,"Ищу девушку/девушек , чтобы снимать квартиру вместе вдвоём или втроем.КВ около казгюу желательно.Чистоплотных,воспитанных и спокойных)
Оставьте минусы напишу 😘"
2024-08-01T00:14:48,"я ищу соседку чтобы арендовать квартиру. Переезжаю в первый раз, никогда раньше не снимала квартиру и тд. Было бы славно если бы со мной жил человек чтобы было легче, желательно девушка. Я чистоплотная, не конфликтная, только курю и все, не больше
обращаться по юзу: @karayaye"
2024-07-31T16:31:47,Ищу пацанов чтоб вместе квартиру снимать. Рядом с Мну. На весь учебный год
2024-07-27T17:15:53,"Всем привет, ищем четвертую девушку, чтобы снимать двух комнатную полноценную квартиру вместе. Мы сами спокойные, не конфликтные и чистоплотные ищем такую же. Примерная цена в месяц 250тыс+комм услуги. уже есть варианты которые рассмотрели. 
Оставьте плюсы, напишем"
2024-07-27T14:43:02,"Ищу девушку для снятия 1-2 комнатной квартиры вдвоем. Затраты будут примерно 80-100к на аренду квартиры вместе с ком услугами и тд. 
Писать сюда: @adpdad"
2024-07-27T14:42:47,"Всем привет , ищем четвертую девочку для подселения .  ЖК GreenLine . Asyl Mura.
Условия:
- 64.000тенге + коммунальные услуги.
- Квартира просторная, новая после ремонта, все удобства имеются (евродвушка), умный дом .
- сами мы неконфликтные и чистоплотные , что требуется так же и от вас . 
Так же мы абитуриентки университета КАЗГЮУ, ЕНУ. 

Заинтересовавших просим написать мне : @trgrvmn
Все подробности так же напишу уже в личный чат ."
2024-07-25T23:43:41,"Ищу только 1 девушку чтобы снять 1ком (желательно 2х ком) квартиру и жить вдвоем или же подселится к кому-то, сама очень спокойная, не конфликтная, уважаю личное пространство
Бюджет От 50к до 85к"
2024-07-25T23:43:20,"Всем привет! Ищу сожительниц, или к кому подселиться на предстоящий учебный год. Желательно 2 девочек. Аренду плачу всегда вовремя, чистоплотная и порядочная. Пишите +, можем начать искать квартиру вместе."
2024-07-25T23:24:28,"Ищем девушку на подселение. 
Полноценная 2х комнатная  квартира в 10 минутах от университета 
Оплата 50к+ ком услуги 
Оставьте + сама напишу и отправлю фотографии"
2024-07-25T14:36:29,"Всем привет, ищем четвертую девушку на подселение на август и возможно на дальнейшее проживания вместе на семестр. Заселение 1 августа

Условия:
-2 комнатная просторная квартира
-находится недалеко от университета
-нас будет четверо
-фото, видео могу отправить в личку

📍ЖК Sat City
💰230.000 (аренда, ком услуга, интернет с человека 57.500)

Можете оставить + или же написать мне в личку @ayaulym_s_e"
2024-07-24T20:42:43,"Ищу девочек(2-3х)с кем можно будет жить следующий учебный год. Вместе поищем квартиру недалеко от университета. Или если есть, кому не хватает 1 человека, тоже было бы классно. Заселиться хотелось бы в конце августа.
О себе: не конфликтная,учусь 3курс , работаю. Бюджет - 50-70тыс.
Напишите:87051291015"
2024-07-22T22:08:50,"Всем привет, ищем двух девушек на подселение (нас двое). 2х комнатная квартира, жк аркада. с каждого по 62.500+ комм услуги в 10минутах от универа.  Чистоплотных, не конфликтных 
Писать @mariyussha"
2024-07-18T16:43:50,"Ищу квартиру, 2-х ком, заселение конец июля начало августа, 2 девушки 3 курс 
Желательно район Байтерека, Ханшатыра или рядом с университетом.
@hd"
2024-07-18T14:06:55,"Ищу девочек(2-3х), с кем можно будет жить следующий учебный год. Вместе поищем квартиру недалеко от университета. Или если есть, кому не хватает 1 человека, тоже было бы классно. Заселиться хотелось бы в конце августа.
О себе: не конфликтная, учусь, работаю. Бюджет - 50-70 тыс. 
Можете написать в ТГ: @mikaajjk или оставить «+» и я напишу вам😊"
2024-07-17T00:18:27,"🌟 Ищем третью девушку на подселение! 🌟

🏡 ЖК Sunrise, Сыганак 11
Квартира просторная, с уютной гардеробной и свежим ремонтом. 

💰 Цена: 180 000 тенге (делим на двоих)
- Коммунальные услуги включены в стоимость
- Ваш ежемесячный вклад: 90 000 тенге

📶 Бонусы:
- Интернет оплачиваю сама (я хозяйка квартиры и тоже поступаю в КазГЮУ)

📸 Фото квартиры могу отправить в личные сообщения.

Заинтересовались? Пишите по номеру:
📞 +7 776 223 4380

Будем рады видеть вас! 😊"
2024-07-16T19:39:02,"Добрый вечер 

Ищу квартиру с заездом в середине августа, или соседа для последующей аренды до конца учебного года, жить можно втроём (ориентировочно по 50к). На примете есть квартиры

Пишите в коммы, сам отпишу"
2024-07-16T16:52:45,"Ищем девочку на подселение в двухкомнатную квартира в жк аниса,
находится в 10 минутах от казгюу. Оплата 74к в месяц + ком услуги. Нас будет трое, по две девочки в одной комнате и одна в гостиной, заехать можно уже на этой неделе."
2024-07-16T15:52:58,"Ищем девушку для заселения, близ казгюу, оплата 50к+ ком услуги 
Писать @khelpig"
2024-07-16T15:52:40,"срочно очень срочно ищем девочку  на подселение, большая просторная двухкомнатная квартира в жк sani towers 
находится рядом со смоллом, недалеко от универа, оплата 50к+ ком услуги
нас будет четверо, по две девочки в каждой комнате
заезд на этой неделе"
2024-07-14T17:31:15,"Салам

Ищу к кому можно подселиться. Заезд в ближайщее время. Работаю, третий курс."
2024-07-13T14:45:09,"СРОЧНО ‼️ Ищу квартиру куда можно заселиться третьей, или ищу двух девочек, чтобы вместе снимать возле университета. О себе: учусь, работаю, не конфликтная, ценю комфорт."
2024-07-13T00:13:49,"Девочки со знанием английского, кто хочет подработать? Работа лёгкая, с 10 утра до 9 вечера. 7к за день, дадут сразу после окончания смены. Просто сидите и помогаете продавать товары на индийской ярмарке.У вас просто англ должен быть, потому что рядом будет индус который будет помогать.
Тд жаннур, на 4 этаже!

Писать по номеру: +77761748383"
2024-07-12T21:10:04,Ищу соседку или к кому можно подселиться с начала августа. Можно втроём. @imkablan
2024-07-11T14:42:16,"Всем привет, ищу соседку, на время сентябрь-июнь, квартиру будем вместе искать/к кому можно подселиться (будем жить вдвоем/втроем, мне без разницы). Бюджет до 75/80к + ком услуги, вай фай.
Сама я не конфликтная, спокойная, люблю готовить сама себе и чистоплотная
можете написать на ватсап 87022169007"
2024-07-10T22:46:19,"ЖК манхэттен
Ищу на подселение девушку чистоплотную девушку
Квартира чистая, уютная. Вся бытовая техника есть.
Заезд сегодня-завтра. 
оставьте плюсик 
обязательно свяжусь 🫶🏻"
2024-07-07T21:19:48,"Всем привет! 
Ищем соседку в ЖК Аркада. недалеко от МНУ. Однокомнатная квартира, большая и светлая. Нас двое, ищем третью. До конца учебного года. 
Заселение с конца августа.
Цена: 54 000 тенге + коммунальные услуги(с каждого +\- 4000) всего примерно 60 000 тенге в месяц.
Пишите +, напишу сама."
2024-06-20T23:28:28,"ищу соседку чтобы жить с августа и до конца учебы, на долгий срок либо к кому можно подселиться и снимать одну комнату 
учусь сама в казгюу, чистоплотная и не конфликтная, готовлю сама себе, очень спокойная 
буду очень рада если напишите и найдем кв вместе 
можете оставить +, я напишу сама"
2024-06-19T01:28:27,"ищу соседку на подселение в квартиру в жк аниса, в 15 минутах ходьбы от казгюу. всего нас будет трое жить, две комнаты."
2024-06-18T20:25:28,"Ищем соседку с 20 июня до 20 июля.  Жк Сеним-напротив универа. По оплате 50к. Будем жить втроем. 

Идеальный вариант для тех, кто ищет квартиру на время  летника. Пишите 87055038846"
2024-06-10T20:00:19,Бірге тұруға қыздар іздимін сумма 40-50 арасында.Универден алыстау орналассада болады. Июльден бастап семестр біткенше бірге тұрсақ.(87051291015)
2024-06-08T16:14:21,"Ищу на подселение 1 девочку(на лето, можно и на весь учебный год). Можно уже заселяться. Будем жить вдвоем. Евродвушка в ЖК Табысты, 37кв.м (15-20 минут пешком от университета, 5 на машине). Новая квартира и ремонт. До этого никто не жил, сама только заселилась.  
80К вместе с коммунальными услугами и wi-fi. 

Пишите «+» для фоток и т.д., напишу ❤️"
2024-06-03T13:40:27,"Всем привет! 
Ищем соседку в ЖК SatCity, недалеко от КазГЮУ. У нас двухкомнатная квартира, большая и светлая. Нас трое, ищем четвёртую. По две девочки на комнату. Заселение с середины июня, пока до конца лета, возможно и до конца первого семестра. 
Цена: 50 000 тенге + коммунальные услуги, всего примерно 60 000 тенге в месяц.
Пишите +, напишу сама."
2024-06-02T21:01:54,"Здравствуйте, ищу соседку.
Жк Анар, 1 комнатная кв. Только сделали ремонт, новый жк, сама только переехала туда. на 1-2 месяца. 

(немного далековато от универа) 
Цена 60к без ком услуг"
2024-06-01T18:16:00,"ищу соседку, чтобы вместе снимать квартиру около казгюу. можем снимать вдвоем или втроем. если вам нужна девушка на подселение, то тоже можете писать."
2024-06-01T18:06:21,"Всем привет, ищу к кому подселиться, главное квартира рядом с университетом. 
Я чистоплотная, платежеспособная, без вредных привычек, еду готовлю только себе. Оставьте +🙏"
2024-06-01T12:12:20,"Ищу девушку на подселение в 2-х комнатную квартиру.
Будем жить втроем.
Квартира находится на левом берегу, район Ботанического сада, адрес: ул.Кабанбай Батыра 49а. 
Квартира новая, чистая. Рядом расположена автобусная остановка, Small, Ботанический сад, Mega SilkWay, Asia Park, 2 мечети.
Заселение возможно 10 июня.
Сейчас проживаем вдвоем, сама студентка КАЗГЮУ, соседка студентка NU. 
Стоимость арендной платы: 67 000тг.
Ком.услуги: в среднем 4К + по 3К wi-fi.
За подробностями можете писать на номер WhatsApp: 8 778 196 1672 - Инжу."
2024-05-30T18:31:52,"ищу соседку которая в астану будет в ближайшую неделю. у меня деньги уже накоплены осталось найти хату и заселиться. ищу некритичную в быту. сеным, копенгаген, сити аркада примерные жк

писать: @zhanyamyn"
2024-05-27T15:23:39,"Здравствуйте, ищу на подселение 1 девочку, квартира своя, возле университета, со всеми удобствами (стиральная машина с сушкой, кондиционер, бытовая техника) . Евродвушка 1,5км до университета. Пишите «+» , отвечу💕 Оплата с учетом коммунальных услуг. Ищу чистоплотную и адекватную, веселую и ответственную девочку. Так как сама помешана на чистоте."
2024-05-26T20:50:07,"Здравствуйте.~ 
Ищу девушку на подселение в 2-х комнатную квартиру.
Будем жить втроем.
Квартира находится на левом берегу, район Ботанического сада, адрес: ул.Кабанбай Батыра 49а. 
Квартира новая, чистая. Рядом расположена автобусная остановка, Small, Ботанический сад, Mega SilkWay, Asia Park, 2 мечети.
Заселение возможно 10 июня.
Сейчас проживаем вдвоем, сама студентка КАЗГЮУ, соседка студентка NU. 
За подробностями можете писать на номер WhatsApp: 8 778 196 1672 - Инжу."
2024-05-23T12:56:25,"Ищу соседок на временное проживание на один месяц в сарыаркинском районе, двухкомнатная кв находится по улице бексекова-косшыгулулы, желающим прошу написать в комментариях 🙌🏻"
2024-05-22T15:31:35,"Ищу на подселение 2 девушек будем проживать втроем, квартира находится рядом с казгюу в 10 минутах, можно и одну."
2024-05-16T13:50:48,"Всем привет, ищу на подселение девушку в ЖК Аркада, с 20го по 10е число"
2024-05-15T21:13:14,"двое девушек ищем квартиру на лето! если вы сдаете или тоже ищете квартиру, напишите @khelpig"
2024-05-12T19:15:01,"Ребят, привет!
🆘Ищу квартиру 2-х комнатную, ориентировочно в этом квадрате (прикреплю фото) 
По запросам: светлая, чистая квартира, полноценная двушка. С диваном и с кроватью🙌🏻
Ванная принципиально 🫶🏼

Если есть знакомые, которые сдают, дайте знать 🙏🏻"
2024-05-11T18:23:46,"Ищу на подселение 1 девочку на летний период. Будем жить вдвоем. Однокомнатная квартира в ЖК Копенгаген (в 5 минутах от уника).
75К с ком услугами и вай-фаем"
2024-05-11T13:14:19,"Ищем девушку на подселение на лето. Жилой комплекс «Sani Towers» находится в 10 минутах ходьбы от университета. 2-комнатная квартира просторная, дома есть все необходимое. парковка, камеры, охрана все имеется, предоставляется отдельная комната, оплата 66тыс+коммунальные услуги."
2024-05-09T01:23:31,"Сәлем!
Ищем соседку на лето в двухкомнатную квартиру. В квартире имеется все необходимое и все новое. Будем жить вчетвером. 
Оплата 50к + ком услуги.
Адрес Қосшығұлұлы 24/2
Напишите мне на этот номер
87774603972 Аружан"
2024-05-07T09:20:56,"Ищем соседку для совместного проживания на лето. Квартира 2х комнатная, в 10-15 минутах от университета, ( жк Sani towers), 
Будем жить втроем, за подробностями в лс.( оставьте + в комментариях, сама напишу)"
2024-05-05T12:06:24,"Ищу соседку для совместного проживания на лето(с начала мая можно). Квартира новая, уютная, в 10-15 минутах от университета. Желательно чистоплотную и не конфликтную девочку. За всеми подробностями в лс(оставьте + в комментариях, я напишу)"
2024-05-04T14:29:28,"Сдам однокомнатную квартиру в ЖК Самрук Towers девочкам. Квартира своя, в хорошем состоянии

Цена: 160.000тг+ком.услуги
Писать на WA 87757209048"
2024-05-04T14:28:49,"Ищу квартиру для подселения возле универа, либо экстренно собираю девушек для совместного проживания на лето, переезд желателен к 20-м числам мая, оставьте + в комм я напишу

по поводу квартиры, суммы и оплаты обговорим в лс @vtrwoem"
2024-04-29T13:40:28,"Ищу парня на 1 комнатную квартиру в ЖК Аркада , рядом с универом"
2024-04-27T16:34:36,"Ищу на подселение 1 девочку на летний период. Будем жить вдвоем. Однокомнатная квартира в ЖК Копенгаген (в 5 минутах от уника).
85К с ком услугами"
2024-04-26T10:01:00,"Всем привет ищу одну или 2 девочек на подселение с мая месяца, евро двухкомнатная. На автобусе 10-15 минут до университета. Писать в лс для подробностей @aabk_001"
2024-04-26T09:07:31,"Ищу кому подселиться на несколько дней (около 5). Если можете принять, дайте знать пожалуйста!! Я оплачу период проживание. @zhanerketh"
2024-04-26T09:07:07,"Сдам 1 комнатную квартиру в районе Казгюу на лето. Май-Август. Кв светлая, с отличным ремонтом, в жк College.

https://krisha.kz/a/show/693190993"
2024-04-26T09:06:31,"ищу девочек на май и лето (может быть больше). большая площадка, 20мин до казгюу, одна комнатная, до этого никто не жил. ремонт новый, есть отдельный гардероб, балкон длинный. в месяц 60к."
2024-04-18T11:47:36,"Ищу человека(можно две девушки) на подселение в 4 комнатную квартиру. 
Район Рахмет, ресторан Туран. Удобная развязка автобусов. 
Если вы одни 90.000 если вас двое то по 50.000
Ком и интернет входят. 
За подробностями в лс."
2024-04-18T11:47:20,"Сәлем!!

Бізге бірге осы 25 сәуірден бірге тұратын қыз керек. 
Екі комнаталы үй, керектінің бәрі бар. 

Адрес Қосшығұлұлы 24/2
Оплата 65 мың +ком"
2024-04-16T15:13:52,"Ищу пацана с кем можно вместе снимать кв на следующий год.
Плюс в коменты, напишу сам."
2024-04-14T02:34:39,"Здравствуйте, ищу на подселение 3 девочек, платежеспособных, чистоплотных и неконфликтных. Будем жить четвером.  Квартира возле казгюу. 3-х комнатная, красивая,просторная, с новым ремонтом. Полностью обставлена. 57к+ ком. услуги и нужно оплатить депозит. Оставьте + в комментариях. Отвечу на все вопросы и скину фото кв"
2024-04-11T15:22:52,"ЖК Манхэттен 
ул. Мухамедханова, Анет баба
5-10 мин до университета 
ищу 1 девушку на подселение
по поводу фото и оплаты отправлю в лс
оставьте плюсик !
заезд сегодня-завтра
желательно кто остается на лето в столице"
2024-04-06T10:48:47,Ищу к кому подселиться возле КАЗГЮУ . Неконфликтных и спокойных соседок. Пишите на номер: 87789630275
2024-04-05T09:23:52,"+1 бала издеим 3 комната 2 санузел 2 балкон 1 гардероб 60+ком услуг
Достык 12
87753627701"
2024-04-02T20:07:40,"Здравствуйте, ищу соседку.
Жк Анар, 1 комнатная кв. Только сделали ремонт, новый жк, сама только переехала туда.  
(немного далековато от универа) 
Цена 55к без ком услуг"
2024-04-02T17:46:13,"Ищу соседку 
Квартира в ЖК Копенгаген возле Казгюу 5 минут
90К в месяц (с ком услугами)"
2024-04-02T15:23:48,"❗️Срочно❗️
Ищу к кому подселиться, желательно возле универа
Оставьте +"
2024-04-02T15:18:18,"Привет всем, никто не ищет девушку на подселение?)"
2024-04-01T21:12:10,"Ищу двух или троих девочек с 10го мая до 10го июня ,жк эмир 5 минут езды от универа.кв плата 200тыс (если разделять по частям то 50-67тыс) 
87788537108 писать на вп"
2024-03-31T21:06:49,"Район Байтерека, ТЦ ""Керуен""  и бульвар Нурлыжол, ЖК « Мисон».
Ищу на подселение 2 девушек чистоплотных, не курящих, платёжеспособных (возможно подружек или сестёр) в 1 комнату в 3-х комнатной квартире. У каждой будет отдельная одноместная  кровать, один большой шкаф и рабочее место. Оплата -70 тыс тнг + коммуналка. Квартира просторная, светлая, без хозяев. Евроремонт, мебель, сантехника, бытовая техника, посуда, сушилка, гладилка-все новое; wi-fi;
Фото сброшу в личку. Оставьте +
Никто не проживает пока
Заселение с 1 апреля"
2024-03-31T09:21:30,"ищу девочек на лето (может быть больше). большая площадка, 20мин до казгюу, одна комнатная, до этого никто не жил. ремонт новый, есть отдельный гардероб, балкон длинный. в месяц 70к не надо платить за комм."
2024-03-30T20:16:23,"Здравствуйте, нужна на подселение одна девушка.
квартира близко к Хан-шатыру. Sat city, Адрес Асфендиярова 3.
Квартира очень красивая, большая очень. С евроремонтом, эстетичная квартира.
Могу скинуть фото и видео в лс. Каждый месяц 55000+ком.услуга.
В первый месяц за депозит 12500. Депозит возвратный!!! Район очень хороший, кто не планирует переезд в ближайшей неделе, не беспокоить пожалуйста."
2024-03-30T15:06:12,"Всем привет)
Ищем девушку на подселение. Бараева 14, рядом с набкой. В данный момент проживаем втроем, будем жить 4 человека. Квартира уютная. Заселение возможно уже с апреля месяца. Оплата 40к+ком. 
Пишите в комментариях, напишу сама.
Или же можете написать мне в личку: @zhanerketh"
2024-03-30T15:06:01,"Всем привет, ищу к кому подселиться, главное квартира рядом с университетом. 
Я чистоплотная, без вредных привычек, еду готовлю только себе. Оставьте +🙏"
2024-03-23T22:03:12,"Ищу к кому подселиться возле КАЗГЮУ, 2-3 девочки . Неконфликтных и спокойных соседок"
2024-03-22T04:48:53,"Всем привет, ищу к кому подселится, или же вдвоем троем снять квартиру за 150-200к. Сама по себе очень спокойная и ищу тоже спокойных не конфликтных соседок, за собой убираюсь и готовлю только самой себе, не на общак (свои приборы,казанчики есть). 
Личные границы не нарушаю (не пользуюсь чужими вещами)
Квартиру желательно с новой мебелью:)"
2024-03-19T17:42:17,"анон, ищу девушек в кв на лето (не хочу одна жить 🥲), можно и больше. 75к без комм, 20мин пешком до казгюу. есть большая площадка:)) и балкон большой."
2024-03-18T15:00:22,"Всем привет)
Ищем девушку на подселение. ЖК Аркада 2. В данный момент проживаем вдвоем, будем жить 3 человека. Квартира уютная. Заселение 25 марта. Оплата 47к+ком. 
Пишите в комментариях, напишу сама"
